Name,Postcode,Workers_count,Latitude,Longitude
"Postcode 29026, WC1H 0JZ",WC1H 0JZ,165,51.523252,-0.127188976
"Postcode 29027, WC1H 9SE",WC1H 9SE,10,51.526011,-0.124841976
"Postcode 29028, WC1N 1AG",WC1N 1AG,42,51.526022,-0.125518976
"Postcode 29029, KT8 9BN",KT8 9BN,80,51.404749,-0.342200976
"Postcode 29030, E14 4AW",E14 4AW,1,51.507758,-0.021489976
"Postcode 29031, E14 4HA",E14 4HA,3657,51.506569,-0.026082975
"Postcode 29032, RM10 9QD",RM10 9QD,285,51.53425,0.155138025
"Postcode 29033, RM1 2SH",RM1 2SH,2,51.572431,0.191652025
"Postcode 29034, RM10 7ER",RM10 7ER,35,51.555702,0.160293025
"Postcode 29035, RM12 6AU",RM12 6AU,133,51.553699,0.225688024
"Postcode 29036, RM1 3RJ",RM1 3RJ,26,51.57719,0.182555024
"Postcode 29037, RM1 3LT",RM1 3LT,413,51.577022,0.183227025
"Postcode 29038, RM13 8SJ",RM13 8SJ,27,51.523331,0.180600025
"Postcode 29039, RM13 8SH",RM13 8SH,144,51.523822,0.178346025
"Postcode 29040, W6 9DB",W6 9DB,9,51.490295,-0.228523976
"Postcode 29041, RM14 2XU",RM14 2XU,1,51.543973,0.233364025
"Postcode 29042, RM3 8XB",RM3 8XB,263,51.598716,0.216263025
"Postcode 29043, RM7 9QU",RM7 9QU,132,51.574865,0.172615025
"Postcode 29044, RM9 6LF",RM9 6LF,162,51.521185,0.136934024
"Postcode 29045, RM9 6XU",RM9 6XU,4,51.534339,0.132057025
"Postcode 29046, W9 2JG",W9 2JG,6,51.522875,-0.185556975
"Postcode 29047, W9 3NZ",W9 3NZ,17,51.523714,-0.201355976
"Postcode 29048, N4 2PD",N4 2PD,2,51.562134,-0.101353976
"Postcode 29049, N7 0LG",N7 0LG,1,51.552231,-0.124671975
"Postcode 29050, W7 2JR",W7 2JR,26,51.50592,-0.326795976
"Postcode 29051, SE1 7FX",SE1 7FX,19,51.500278,-0.116085975
"Postcode 29052, N6 6PJ",N6 6PJ,3,51.568609,-0.147474976
"Postcode 29053, SE17 1ND",SE17 1ND,4,51.490815,-0.093096976
"Postcode 29054, SE17 1AH",SE17 1AH,1,51.489652,-0.089572975
"Postcode 29055, EC1V 2PL",EC1V 2PL,1,51.528165,-0.092199976
"Postcode 29056, N9 9TR",N9 9TR,1,51.623282,-0.074242975
"Postcode 29057, N9 9TT",N9 9TT,219,51.622396,-0.075059975
"Postcode 29058, NW2 3JR",NW2 3JR,63,51.554128,-0.212618976
"Postcode 29059, EC4V 4EA",EC4V 4EA,499,51.511555,-0.099940975
"Postcode 29060, W1K 7DQ",W1K 7DQ,21,51.51279,-0.157018976
"Postcode 29061, WC2A 1LS",WC2A 1LS,548,51.515483,-0.111480976
"Postcode 29062, WC2B 5EX",WC2B 5EX,10,51.513696,-0.121181976
"Postcode 29063, WC2B 5PY",WC2B 5PY,4,51.513854,-0.122616976
"Postcode 29064, WC2N 4DU",WC2N 4DU,86,51.510566,-0.125648976
"Postcode 29065, WC2N 4AP",WC2N 4AP,28,51.510798,-0.127238975
"Postcode 29066, EC1N 7UJ",EC1N 7UJ,56,51.520708,-0.109880976
"Postcode 29067, EC1N 7TB",EC1N 7TB,31,51.519714,-0.110109975
"Postcode 29068, DA14 4HD",DA14 4HD,38,51.426246,0.107127025
"Postcode 29069, DA14 5AG",DA14 5AG,197,51.419459,0.122377025
"Postcode 29070, DA14 5JR",DA14 5JR,25,51.417033,0.128737024
"Postcode 29071, DA14 5DE",DA14 5DE,328,51.417063,0.115636025
"Postcode 29072, EC3N 4AF",EC3N 4AF,820,51.510906,-0.078278975
"Postcode 29073, EN4 9BU",EN4 9BU,93,51.654561,-0.167204975
"Postcode 29074, EN4 9SH",EN4 9SH,5,51.650653,-0.173158975
"Postcode 29075, SW1Y 5BL",SW1Y 5BL,172,51.507515,-0.130529976
"Postcode 29076, TW9 1NN",TW9 1NN,14,51.459355,-0.307856976
"Postcode 29077, TW9 1XD",TW9 1XD,25,51.461934,-0.289161976
"Postcode 29078, EC4A 2AB",EC4A 2AB,797,51.514316,-0.104956975
"Postcode 29079, TW9 2SF",TW9 2SF,170,51.466093,-0.303691975
"Postcode 29080, E1 8JG",E1 8JG,21,51.510712,-0.068112976
"Postcode 29081, E1 8AX",E1 8AX,82,51.511207,-0.072559976
"Postcode 29082, E1 8PT",E1 8PT,18,51.513705,-0.070234976
"Postcode 29083, E1 8BP",E1 8BP,132,51.5119,-0.068768975
"Postcode 29084, E1 8GP",E1 8GP,173,51.511776,-0.071569976
"Postcode 29085, EC4M 9AL",EC4M 9AL,108,51.512797,-0.093738976
"Postcode 29086, W2 4TS",W2 4TS,12,51.512845,-0.194069976
"Postcode 29087, W2 4PS",W2 4PS,4,51.513451,-0.193713976
"Postcode 29088, W2 4BS",W2 4BS,4,51.512976,-0.188025976
"Postcode 29089, W2 4QH",W2 4QH,42,51.512111,-0.187901975
"Postcode 29090, W2 4RL",W2 4RL,51,51.51077,-0.189020975
"Postcode 29091, UB10 9NR",UB10 9NR,10,51.553718,-0.448739976
"Postcode 29092, UB1 1PX",UB1 1PX,3,51.511543,-0.376955975
"Postcode 29093, UB1 2NP",UB1 2NP,14,51.53043,-0.371959975
"Postcode 29094, SE5 0ED",SE5 0ED,356,51.478506,-0.094848975
"Postcode 29095, UB2 4BD",UB2 4BD,117,51.504088,-0.371687975
"Postcode 29096, UB3 2AE",UB3 2AE,1,51.509853,-0.422466976
"Postcode 29097, E1W 3TU",E1W 3TU,1,51.506041,-0.053756975
"Postcode 29098, E1W 3HT",E1W 3HT,18,51.510031,-0.047101976
"Postcode 29099, E20 1HZ",E20 1HZ,141,51.542266,-0.009322975
"Postcode 29100, UB3 4DX",UB3 4DX,91,51.506099,-0.418743976
"Postcode 29101, UB3 4HH",UB3 4HH,16,51.505794,-0.418797976
"Postcode 29102, SE21 8JB",SE21 8JB,10,51.441128,-0.105095975
"Postcode 29103, SE22 0HX",SE22 0HX,10,51.457598,-0.066760975
"Postcode 29104, EC4V 3BJ",EC4V 3BJ,2942,51.510729,-0.093908976
"Postcode 29105, EN3 5UX",EN3 5UX,88,51.666158,-0.040538976
"Postcode 29106, EN3 5XH",EN3 5XH,8,51.667385,-0.041873975
"Postcode 29107, SW1X 8EQ",SW1X 8EQ,41,51.501229,-0.157225976
"Postcode 29108, SE6 3RS",SE6 3RS,5,51.426517,-0.027288976
"Postcode 29109, E1 0JQ",E1 0JQ,1,51.512143,-0.043249976
"Postcode 29110, EC1R 4QE",EC1R 4QE,209,51.525846,-0.108918975
"Postcode 29111, E10 6RA",E10 6RA,221,51.571154,-0.008593975
"Postcode 29112, E10 7DN",E10 7DN,178,51.574398,-0.013791976
"Postcode 29113, E1 1SA",E1 1SA,125,51.511497,-0.064363975
"Postcode 29114, E1 1JE",E1 1JE,564,51.517979,-0.063728975
"Postcode 29115, E1 1ES",E1 1ES,17,51.516904,-0.064650975
"Postcode 29116, E16 3PF",E16 3PF,61,51.514695,0.026228024
"Postcode 29117, E11 2RG",E11 2RG,2,51.575776,0.023488024
"Postcode 29118, EC1Y 8PD",EC1Y 8PD,40,51.523184,-0.091139976
"Postcode 29119, E12 6DR",E12 6DR,1,51.549816,0.055454024
"Postcode 29120, E1 3AE",E1 3AE,21,51.519305,-0.053767975
"Postcode 29121, E13 0AD",E13 0AD,66,51.531022,0.020725025
"Postcode 29122, E14 6RB",E14 6RB,1,51.517648,-0.012297976
"Postcode 29123, E14 3GL",E14 3GL,2,51.492986,-0.006772976
"Postcode 29124, E14 8BT",E14 8BT,124,51.509953,-0.034336975
"Postcode 29125, E16 1FY",E16 1FY,5,51.516961,0.021053025
"Postcode 29126, E16 2EZ",E16 2EZ,251,51.500744,0.040954025
"Postcode 29127, E17 4HU",E17 4HU,74,51.600873,-0.007438975
"Postcode 29128, E17 4EG",E17 4EG,10,51.595723,-0.006060975
"Postcode 29129, E17 5EH",E17 5EH,5,51.590825,-0.022170975
"Postcode 29130, E17 5JW",E17 5JW,127,51.593404,-0.022058975
"Postcode 29131, E3 3LB",E3 3LB,11,51.521017,-0.009918976
"Postcode 29132, SW11 3SX",SW11 3SX,125,51.465899,-0.180911976
"Postcode 29133, EC2A 4HU",EC2A 4HU,593,51.523362,-0.082251975
"Postcode 29134, EC2A 4QS",EC2A 4QS,394,51.524851,-0.082941975
"Postcode 29135, E4 6QA",E4 6QA,9,51.625357,-0.004111975
"Postcode 29136, E4 7JX",E4 7JX,31,51.628702,-0.011030975
"Postcode 29137, SW11 4LY",SW11 4LY,82,51.474687,-0.155116976
"Postcode 29138, E4 9LQ",E4 9LQ,8,51.607362,-0.000886976
"Postcode 29139, E6 1AS",E6 1AS,121,51.53764,0.037889025
"Postcode 29140, E6 6LP",E6 6LP,142,51.518557,0.065244025
"Postcode 29141, E7 0DJ",E7 0DJ,2,51.553708,0.025019024
"Postcode 29142, SW11 5RD",SW11 5RD,6,51.465726,-0.156025975
"Postcode 29143, E7 8DF",E7 8DF,83,51.547221,0.034681025
"Postcode 29144, E7 8LJ",E7 8LJ,133,51.540185,0.032739024
"Postcode 29145, E8 2NP",E8 2NP,48,51.548334,-0.072865975
"Postcode 29146, E7 9HF",E7 9HF,7,51.545776,0.018377025
"Postcode 29147, E8 1LP",E8 1LP,1,51.548081,-0.060704976
"Postcode 29148, E8 1FA",E8 1FA,56,51.549883,-0.058176975
"Postcode 29149, E8 3PE",E8 3PE,47,51.541796,-0.058143975
"Postcode 29150, E8 4NE",E8 4NE,1,51.53814,-0.061502976
"Postcode 29151, E9 5PZ",E9 5PZ,4,51.554573,-0.034273976
"Postcode 29152, EC1A 4JE",EC1A 4JE,1,51.521316,-0.097963975
"Postcode 29153, EC1V 4LB",EC1V 4LB,6,51.529236,-0.105014975
"Postcode 29154, W12 0EX",W12 0EX,12,51.515788,-0.227289976
"Postcode 29155, W12 0BZ",W12 0BZ,431,51.515768,-0.224008976
"Postcode 29156, SW19 8DR",SW19 8DR,209,51.433782,-0.196397976
"Postcode 29157, E11 3AQ",E11 3AQ,23,51.568506,0.012199025
"Postcode 29158, E1 4GP",E1 4GP,1,51.526419,-0.042983975
"Postcode 29159, E15 1SN",E15 1SN,1,51.550678,0.010864025
"Postcode 29160, E15 1SX",E15 1SX,1,51.552326,0.011802025
"Postcode 29161, EC1A 7LS",EC1A 7LS,7,51.519095,-0.100189975
"Postcode 29162, UB6 0HP",UB6 0HP,33,51.554142,-0.337315976
"Postcode 29163, UB6 0UW",UB6 0UW,158,51.541836,-0.340049976
"Postcode 29164, UB6 0AP",UB6 0AP,18,51.543252,-0.344923976
"Postcode 29165, UB6 7PE",UB6 7PE,1,51.538758,-0.326701976
"Postcode 29166, UB6 7RA",UB6 7RA,2,51.540629,-0.322941975
"Postcode 29167, EN1 3SP",EN1 3SP,8,51.653098,-0.069682975
"Postcode 29168, EN1 4UF",EN1 4UF,99,51.66763,-0.064234975
"Postcode 29169, EN2 8AS",EN2 8AS,17,51.677377,-0.120706975
"Postcode 29170, W14 8HU",W14 8HU,160,51.498322,-0.209324976
"Postcode 29171, EN3 7PN",EN3 7PN,16,51.652735,-0.026213975
"Postcode 29172, EN4 0BX",EN4 0BX,148,51.650873,-0.149890976
"Postcode 29173, EN4 0PN",EN4 0PN,34,51.672434,-0.176765976
"Postcode 29174, W1D 2DY",W1D 2DY,6,51.516163,-0.132063975
"Postcode 29175, W1D 2HT",W1D 2HT,7,51.515802,-0.135954975
"Postcode 29176, W1D 3QU",W1D 3QU,278,51.514656,-0.132845975
"Postcode 29177, W1D 3DR",W1D 3DR,4,51.514279,-0.131246976
"Postcode 29178, W1D 4JQ",W1D 4JQ,28,51.51277,-0.132994976
"Postcode 29179, W1D 4UL",W1D 4UL,2,51.512688,-0.132925975
"Postcode 29180, W1D 4UD",W1D 4UD,12,51.512884,-0.132298976
"Postcode 29181, W1D 6JF",W1D 6JF,10,51.511761,-0.131796975
"Postcode 29182, W1D 6JH",W1D 6JH,9,51.511621,-0.132032976
"Postcode 29183, W1D 6DJ",W1D 6DJ,5,51.511145,-0.132628975
"Postcode 29184, W1F 7JG",W1F 7JG,2,51.514145,-0.139207975
"Postcode 29185, W1F 7SP",W1F 7SP,102,51.513633,-0.136951976
"Postcode 29186, W1G 8TQ",W1G 8TQ,10,51.518897,-0.149074976
"Postcode 29187, W1G 8TN",W1G 8TN,1,51.518795,-0.149468975
"Postcode 29188, W1G 8DT",W1G 8DT,50,51.518408,-0.150031975
"Postcode 29189, W1G 9LU",W1G 9LU,20,51.518479,-0.144839976
"Postcode 29190, W1G 9XB",W1G 9XB,6,51.51666,-0.149237976
"Postcode 29191, SW13 0AP",SW13 0AP,3,51.469491,-0.252135976
"Postcode 29192, SW13 9JT",SW13 9JT,478,51.487697,-0.237415976
"Postcode 29193, W1H 7AY",W1H 7AY,1,51.515501,-0.157860975
"Postcode 29194, W1H 7HU",W1H 7HU,15,51.514971,-0.157924976
"Postcode 29195, W1H 7NJ",W1H 7NJ,26,51.515075,-0.161105976
"Postcode 29196, W1J 0DT",W1J 0DT,42,51.508721,-0.138506976
"Postcode 29197, W1J 0DJ",W1J 0DJ,17,51.50932,-0.136608976
"Postcode 29198, W1J 5EU",W1J 5EU,45,51.508527,-0.145464976
"Postcode 29199, W1J 5BT",W1J 5BT,16,51.508728,-0.145783976
"Postcode 29200, W1J 7UP",W1J 7UP,3,51.506884,-0.145743976
"Postcode 29201, W1J 7DQ",W1J 7DQ,1,51.505347,-0.147534975
"Postcode 29202, W1J 7PE",W1J 7PE,1,51.506465,-0.146581976
"Postcode 29203, W1J 7PU",W1J 7PU,56,51.506318,-0.147509976
"Postcode 29204, W1J 7JF",W1J 7JF,2,51.506319,-0.146990975
"Postcode 29205, W1J 7NT",W1J 7NT,30,51.50341,-0.151863975
"Postcode 29206, W1J 8DR",W1J 8DR,3,51.508036,-0.142846975
"Postcode 29207, W1K 2TL",W1K 2TL,2,51.509764,-0.149891975
"Postcode 29208, W1K 2ET",W1K 2ET,5,51.510728,-0.149982976
"Postcode 29209, W1S 1BQ",W1S 1BQ,57,51.513531,-0.144709975
"Postcode 29210, W1S 2RT",W1S 2RT,783,51.511843,-0.143740976
"Postcode 29211, SE9 3BG",SE9 3BG,1,51.430328,0.054963024
"Postcode 29212, W1S 4LU",W1S 4LU,23,51.508871,-0.142290975
"Postcode 29213, W1S 4QQ",W1S 4QQ,13,51.509016,-0.141275975
"Postcode 29214, W1S 4HQ",W1S 4HQ,50,51.508598,-0.141004976
"Postcode 29215, W1T 6BB",W1T 6BB,14,51.522083,-0.139633975
"Postcode 29216, W1T 6DU",W1T 6DU,8,51.522382,-0.139160976
"Postcode 29217, W1B 4HB",W1B 4HB,17,51.513205,-0.141148975
"Postcode 29218, DA17 6AG",DA17 6AG,135,51.496205,0.160792025
"Postcode 29219, WC2H 9LY",WC2H 9LY,19,51.513704,-0.124467975
"Postcode 29220, DA5 1AH",DA5 1AH,28,51.441303,0.149061024
"Postcode 29221, DA6 7JZ",DA6 7JZ,56,51.455068,0.152155025
"Postcode 29222, DA6 8BQ",DA6 8BQ,7,51.458812,0.131343025
"Postcode 29223, DA6 8LQ",DA6 8LQ,27,51.457124,0.131681025
"Postcode 29224, DA8 3AY",DA8 3AY,179,51.475951,0.172579024
"Postcode 29225, DA7 5RQ",DA7 5RQ,8,51.478852,0.131125025
"Postcode 29226, DA8 1TL",DA8 1TL,86,51.480971,0.177801024
"Postcode 29227, DA8 1PG",DA8 1PG,10,51.484733,0.166457025
"Postcode 29228, W1C 1JT",W1C 1JT,5,51.514361,-0.151146975
"Postcode 29229, SW15 1QG",SW15 1QG,1,51.465789,-0.223036975
"Postcode 29230, W1U 3EA",W1U 3EA,8,51.51633,-0.152248976
"Postcode 29231, W1U 3JW",W1U 3JW,1,51.517697,-0.151674976
"Postcode 29232, W1U 5HQ",W1U 5HQ,5,51.521229,-0.151603975
"Postcode 29233, W1U 7HQ",W1U 7HQ,1,51.517968,-0.154632976
"Postcode 29234, W1U 7PJ",W1U 7PJ,1,51.519263,-0.155185975
"Postcode 29235, W1U 7QG",W1U 7QG,2,51.518941,-0.154737975
"Postcode 29236, W1U 8LT",W1U 8LT,17,51.517141,-0.156352976
"Postcode 29237, W1W 5BB",W1W 5BB,8,51.521712,-0.142301976
"Postcode 29238, W1W 5PN",W1W 5PN,302,51.52349,-0.144434975
"Postcode 29239, W1W 5AH",W1W 5AH,216,51.522923,-0.144370976
"Postcode 29240, SW15 2SX",SW15 2SX,8,51.459463,-0.209146976
"Postcode 29241, W1H 1NE",W1H 1NE,38,51.519475,-0.163018975
"Postcode 29242, W1W 6RE",W1W 6RE,1,51.519365,-0.141185975
"Postcode 29243, W1W 6JF",W1W 6JF,6,51.519493,-0.143011975
"Postcode 29244, W1W 6YL",W1W 6YL,2,51.520555,-0.139638976
"Postcode 29245, W2 1PN",W2 1PN,97,51.518034,-0.168582975
"Postcode 29246, W2 1TP",W2 1TP,14,51.514915,-0.173852975
"Postcode 29247, W3 6PG",W3 6PG,22,51.514262,-0.268970976
"Postcode 29248, W3 7XB",W3 7XB,56,51.505479,-0.249750976
"Postcode 29249, E15 4EJ",E15 4EJ,5,51.542587,0.009714025
"Postcode 29250, E15 4BQ",E15 4BQ,1086,51.54093,0.002631025
"Postcode 29251, E15 4LD",E15 4LD,24,51.544051,0.015028025
"Postcode 29252, E2 7JD",E2 7JD,4,51.526076,-0.077164976
"Postcode 29253, SW15 6XD",SW15 6XD,4,51.45615,-0.231399975
"Postcode 29254, EC1V 7HP",EC1V 7HP,39,51.528798,-0.101846975
"Postcode 29255, SW2 3UP",SW2 3UP,86,51.444152,-0.109704975
"Postcode 29256, SW2 3BL",SW2 3BL,77,51.437328,-0.118708976
"Postcode 29257, W3 8AA",W3 8AA,1,51.506165,-0.269335975
"Postcode 29258, SW4 6LY",SW4 6LY,221,51.466664,-0.132933976
"Postcode 29259, SW4 7AB",SW4 7AB,51,51.460874,-0.138628976
"Postcode 29260, SW4 7TL",SW4 7TL,234,51.463603,-0.132165976
"Postcode 29261, SW4 8HY",SW4 8HY,1,51.454105,-0.132582975
"Postcode 29262, SW6 2FG",SW6 2FG,4,51.474122,-0.182970975
"Postcode 29263, SM2 5LY",SM2 5LY,37,51.349278,-0.198123976
"Postcode 29264, SM2 5BN",SM2 5BN,208,51.357637,-0.191450975
"Postcode 29265, SM2 6TT",SM2 6TT,5,51.347611,-0.196106976
"Postcode 29266, W10 6LP",W10 6LP,13,51.518728,-0.218353975
"Postcode 29267, W10 6LN",W10 6LN,34,51.517948,-0.218456976
"Postcode 29268, W10 6NP",W10 6NP,21,51.519687,-0.218114976
"Postcode 29269, W10 6JG",W10 6JG,6,51.516187,-0.214446976
"Postcode 29270, SW6 4LU",SW6 4LU,16,51.472301,-0.203018976
"Postcode 29271, SW6 4XE",SW6 4XE,20,51.472578,-0.198827975
"Postcode 29272, SW6 5HP",SW6 5HP,23,51.474006,-0.206935976
"Postcode 29273, SW6 5QQ",SW6 5QQ,2,51.478705,-0.198470975
"Postcode 29274, SW6 5SH",SW6 5SH,12,51.472716,-0.209621975
"Postcode 29275, SW18 5EB",SW18 5EB,132,51.448898,-0.199270976
"Postcode 29276, SM5 2NS",SM5 2NS,56,51.369192,-0.166482975
"Postcode 29277, SM5 2JR",SM5 2JR,6,51.367724,-0.162891976
"Postcode 29278, SM5 3NR",SM5 3NR,17,51.359494,-0.172011976
"Postcode 29279, SW6 6ED",SW6 6ED,106,51.472858,-0.213633975
"Postcode 29280, SW6 6TA",SW6 6TA,15,51.474521,-0.213611976
"Postcode 29281, KT1 1LY",KT1 1LY,6,51.406569,-0.307792975
"Postcode 29282, SM6 0AB",SM6 0AB,15,51.364503,-0.151959976
"Postcode 29283, WC1R 5LQ",WC1R 5LQ,14,51.520735,-0.113209976
"Postcode 29284, NW6 7QN",NW6 7QN,1,51.545738,-0.205703976
"Postcode 29285, NW6 7JG",NW6 7JG,84,51.542112,-0.198549975
"Postcode 29286, NW3 1DL",NW3 1DL,4,51.55687,-0.178246975
"Postcode 29287, NW3 1DR",NW3 1DR,72,51.559316,-0.178249976
"Postcode 29288, WC1A 1NU",WC1A 1NU,286,51.517019,-0.123585976
"Postcode 29289, SW1V 2DX",SW1V 2DX,6,51.490006,-0.138433975
"Postcode 29290, EC1Y 4SA",EC1Y 4SA,1995,51.520794,-0.090705975
"Postcode 29291, DA16 1LS",DA16 1LS,85,51.469359,0.121481024
"Postcode 29292, W1T 2ES",W1T 2ES,3,51.519933,-0.133898975
"Postcode 29293, W1T 2DQ",W1T 2DQ,5,51.518299,-0.134036975
"Postcode 29294, W1T 2QA",W1T 2QA,57,51.520074,-0.134295975
"Postcode 29295, HA3 5RF",HA3 5RF,7,51.596787,-0.338681975
"Postcode 29296, WC1X 8QT",WC1X 8QT,69,51.528865,-0.119995975
"Postcode 29297, WC1X 8QF",WC1X 8QF,198,51.529485,-0.120474976
"Postcode 29298, WC1X 8HN",WC1X 8HN,475,51.518925,-0.111381975
"Postcode 29299, WC2E 8RB",WC2E 8RB,28,51.511966,-0.122679976
"Postcode 29300, EN2 6PJ",EN2 6PJ,63,51.65199,-0.089939976
"Postcode 29301, EN5 5PP",EN5 5PP,1,51.658222,-0.200411976
"Postcode 29302, SW7 2PG",SW7 2PG,189,51.499212,-0.173717975
"Postcode 29303, SW8 1RY",SW8 1RY,26,51.483601,-0.124205976
"Postcode 29304, SW8 1LA",SW8 1LA,27,51.481215,-0.118916976
"Postcode 29305, E3 4HN",E3 4HN,1,51.520949,-0.029394976
"Postcode 29306, E3 4QJ",E3 4QJ,7,51.524782,-0.030064975
"Postcode 29307, NW9 8AB",NW9 8AB,25,51.580428,-0.262358976
"Postcode 29308, IG1 1HW",IG1 1HW,1,51.556536,0.075737025
"Postcode 29309, IG1 1EU",IG1 1EU,1,51.553453,0.075106025
"Postcode 29310, BR5 4AX",BR5 4AX,51,51.388396,0.113997024
"Postcode 29311, NW5 1PN",NW5 1PN,15,51.557259,-0.147979975
"Postcode 29312, NW5 2UE",NW5 2UE,1,51.549907,-0.135743976
"Postcode 29313, IG11 0HQ",IG11 0HQ,89,51.525277,0.112518025
"Postcode 29314, IG11 0JE",IG11 0JE,230,51.527629,0.093178025
"Postcode 29315, IG1 3PG",IG1 3PG,11,51.570859,0.059044024
"Postcode 29316, IG1 4LQ",IG1 4LQ,255,51.564689,0.076454025
"Postcode 29317, IG2 6QJ",IG2 6QJ,1,51.575437,0.078359024
"Postcode 29318, IG3 9UR",IG3 9UR,9,51.56575,0.110209024
"Postcode 29319, IG5 0LL",IG5 0LL,1,51.588268,0.052916025
"Postcode 29320, W1T 7QZ",W1T 7QZ,106,51.518282,-0.131720976
"Postcode 29321, EN1 1RT",EN1 1RT,510,51.652161,-0.076184975
"Postcode 29322, W1F 9AW",W1F 9AW,2,51.51305,-0.136499975
"Postcode 29323, W1F 9BW",W1F 9BW,19,51.512796,-0.139205976
"Postcode 29324, W1G 6PQ",W1G 6PQ,3,51.521298,-0.151370975
"Postcode 29325, E13 9NE",E13 9NE,2808,51.524771,0.038019024
"Postcode 29326, NW8 6PS",NW8 6PS,4,51.535989,-0.171841976
"Postcode 29327, NW8 8EY",NW8 8EY,68,51.522448,-0.171403975
"Postcode 29328, SE7 7JW",SE7 7JW,40,51.480346,0.025022025
"Postcode 29329, SE7 7QE",SE7 7QE,8,51.486869,0.026896024
"Postcode 29330, SE7 7RF",SE7 7RF,28,51.487034,0.022049025
"Postcode 29331, SE6 4TP",SE6 4TP,27,51.447907,-0.022783975
"Postcode 29332, KT9 1JR",KT9 1JR,47,51.365314,-0.293124976
"Postcode 29333, W1D 7HJ",W1D 7HJ,20,51.510835,-0.135206976
"Postcode 29334, TW7 6QJ",TW7 6QJ,10,51.473205,-0.333046976
"Postcode 29335, UB5 6GD",UB5 6GD,14,51.530065,-0.377465976
"Postcode 29336, UB9 6HL",UB9 6HL,1,51.602383,-0.495584976
"Postcode 29337, UB9 6HJ",UB9 6HJ,28,51.603469,-0.490731976
"Postcode 29338, KT6 4QU",KT6 4QU,131,51.393673,-0.304091976
"Postcode 29339, KT1 2BQ",KT1 2BQ,186,51.407328,-0.306197976
"Postcode 29340, KT6 7AG",KT6 7AG,10,51.384701,-0.294348975
"Postcode 29341, EC2A 3AR",EC2A 3AR,725,51.526563,-0.079998975
"Postcode 29342, EC2A 3JD",EC2A 3JD,55,51.52607,-0.084488976
"Postcode 29343, E14 9TS",E14 9TS,923,51.499196,-0.012829976
"Postcode 29344, KT1 3PD",KT1 3PD,6,51.406244,-0.281786976
"Postcode 29345, SE9 4EN",SE9 4EN,2,51.440522,0.050586025
"Postcode 29346, SE9 4SY",SE9 4SY,2,51.42939,0.053612024
"Postcode 29347, EC1M 5PA",EC1M 5PA,122,51.52311,-0.098811975
"Postcode 29348, CR0 0ET",CR0 0ET,1,51.34117,-0.009446975
"Postcode 29349, E6 5PA",E6 5PA,70,51.513874,0.059917025
"Postcode 29350, SE17 3HD",SE17 3HD,54,51.485423,-0.094963975
"Postcode 29351, W1B 1PR",W1B 1PR,256,51.518622,-0.144790976
"Postcode 29352, N11 2ET",N11 2ET,14,51.607497,-0.124056975
"Postcode 29353, SE3 7DR",SE3 7DR,2,51.479163,0.019584024
"Postcode 29354, EC2A 1RR",EC2A 1RR,5,51.521127,-0.086857976
"Postcode 29355, EC2M 5TN",EC2M 5TN,21,51.516828,-0.086288976
"Postcode 29356, KT1 2RF",KT1 2RF,43,51.406353,-0.298497976
"Postcode 29357, NW6 2EG",NW6 2EG,85,51.548215,-0.198196975
"Postcode 29358, NW6 3PL",NW6 3PL,65,51.542952,-0.190627975
"Postcode 29359, W2 6EP",W2 6EP,22,51.519289,-0.179216976
"Postcode 29360, KT2 7LB",KT2 7LB,738,51.429071,-0.264985976
"Postcode 29361, KT6 6HA",KT6 6HA,37,51.389757,-0.298185975
"Postcode 29362, KT6 6RQ",KT6 6RQ,1,51.382747,-0.300278976
"Postcode 29363, SE13 6AL",SE13 6AL,149,51.459945,-0.010386975
"Postcode 29364, SE13 6RN",SE13 6RN,98,51.449858,-0.005816975
"Postcode 29365, NW1 1BD",NW1 1BD,212,51.534248,-0.137768976
"Postcode 29366, SE15 1PU",SE15 1PU,9,51.478803,-0.063599975
"Postcode 29367, NW11 0DJ",NW11 0DJ,17,51.58496,-0.201795975
"Postcode 29368, NW11 7TP",NW11 7TP,5,51.581706,-0.197402975
"Postcode 29369, SE15 2EZ",SE15 2EZ,53,51.474102,-0.060374975
"Postcode 29370, SE15 3SS",SE15 3SS,67,51.469393,-0.062788975
"Postcode 29371, NW1 7ES",NW1 7ES,12,51.535875,-0.141753976
"Postcode 29372, N1C 4AJ",N1C 4AJ,2,51.538887,-0.124182975
"Postcode 29373, EC2N 2AT",EC2N 2AT,626,51.514893,-0.086772976
"Postcode 29374, EC2N 2DQ",EC2N 2DQ,67,51.515238,-0.086383976
"Postcode 29375, SE15 4HG",SE15 4HG,29,51.462492,-0.067515976
"Postcode 29376, SE15 4NT",SE15 4NT,175,51.466771,-0.067435975
"Postcode 29377, SE15 5TJ",SE15 5TJ,17,51.475153,-0.065295976
"Postcode 29378, SE15 5NF",SE15 5NF,1,51.472819,-0.075343976
"Postcode 29379, SE15 5EY",SE15 5EY,55,51.471875,-0.069336975
"Postcode 29380, SE16 4JD",SE16 4JD,78,51.500608,-0.055831975
"Postcode 29381, SE16 4JN",SE16 4JN,4,51.501319,-0.051017975
"Postcode 29382, UB4 8JP",UB4 8JP,123,51.528935,-0.439972976
"Postcode 29383, UB4 8FN",UB4 8FN,17,51.527027,-0.415703975
"Postcode 29384, SE18 6SX",SE18 6SX,36,51.491888,0.077221025
